,sex,jbstatus,age,tenure,ethnicity,ManMot1,ManMot2,ManMot3,ManMot4,ocb1,ocb2,ocb3,ocb4,aut1,aut2,aut3,Justice1,Justice2,Justice3,JobSat1,JobSat2,Quit1,Quit2,Quit3,Man1,Man2,Man3,Eng1,Eng2,Eng3,Eng4,pos1,pos2,pos3
467,female,permanent,46-50,3.0,White British,agree,strongly agree,agree,agree,I always do this,I sometimes do this,I sometimes do this,I always do this,strongly agree,strongly agree,strongly agree,disagree,disagree,strongly disagree,agree,agree,strongly disagree,disagree,strongly disagree,neither,agree,agree,neither,neither,neither,neither,disagree,agree,neither
468,female,permanent,31-35,1.0,White British,strongly agree,agree,agree,strongly agree,I frequently do this,I frequently do this,I occasionally do this,I sometimes do this,agree,agree,agree,agree,neither,neither,strongly agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
469,female,permanent,41-45,10.0,White British,neither,neither,neither,agree,I frequently do this,I frequently do this,I frequently do this,I always do this,neither,neither,agree,neither,neither,neither,agree,agree,neither,neither,neither,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
470,female,temporary,36-40,1.0,White British,neither,agree,disagree,neither,I always do this,I always do this,I always do this,I frequently do this,agree,agree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,neither,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,neither,neither,neither
471,female,permanent,41-45,8.0,White British,neither,disagree,neither,disagree,I frequently do this,I frequently do this,I sometimes do this,I always do this,strongly agree,agree,strongly agree,disagree,disagree,disagree,agree,neither,strongly disagree,neither,strongly disagree,neither,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree
472,female,permanent,46-50,26.0,White British,strongly disagree,strongly disagree,strongly disagree,strongly disagree,I always do this,I always do this,I frequently do this,I never do this,neither,neither,neither,strongly disagree,strongly disagree,strongly disagree,neither,neither,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,disagree,agree,neither,neither,strongly disagree,strongly disagree,strongly disagree
473,female,casual,56 +,8.0,White British,neither,agree,neither,agree,I sometimes do this,I sometimes do this,I occasionally do this,I never do this,neither,neither,neither,neither,neither,neither,neither,neither,disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,neither,agree,neither,neither,neither
474,female,permanent,51-55,15.0,Asian - Other,neither,agree,disagree,neither,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,neither,neither,agree,disagree,,neither,neither,neither,neither,agree,neither,neither,neither,neither
475,female,permanent,51-55,9.0,White British,agree,strongly agree,agree,agree,I frequently do this,I sometimes do this,I never do this,I never do this,strongly agree,agree,strongly agree,disagree,disagree,disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,neither,agree,neither,strongly disagree,strongly disagree,strongly disagree
476,female,permanent,36-40,17.0,White British,neither,strongly agree,neither,agree,I always do this,I sometimes do this,I sometimes do this,I frequently do this,strongly agree,agree,strongly agree,disagree,disagree,disagree,agree,agree,neither,neither,neither,disagree,neither,disagree,neither,strongly agree,agree,agree,disagree,disagree,disagree
477,female,permanent,26-30,0.3,White British,agree,strongly agree,agree,agree,I sometimes do this,I frequently do this,I sometimes do this,I sometimes do this,agree,neither,neither,agree,agree,agree,agree,neither,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,agree,neither,neither,agree,neither,neither,neither
478,female,permanent,41-45,1.9,White British,strongly disagree,strongly disagree,disagree,strongly disagree,I always do this,I always do this,I always do this,I always do this,disagree,disagree,disagree,disagree,neither,neither,neither,disagree,disagree,agree,disagree,agree,agree,disagree,agree,agree,agree,agree,neither,disagree,neither
479,female,permanent,20-25,0.5,White British,strongly agree,strongly agree,agree,agree,I sometimes do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,neither,neither,neither,neither,disagree,agree,neither,neither,disagree,neither,neither,neither,neither,disagree,neither,disagree,disagree,neither,neither,neither
480,female,permanent,26-30,0.9,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I sometimes do this,I frequently do this,I never do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
481,female,casual,less than 20,0.5,White British,agree,strongly agree,agree,agree,I sometimes do this,I frequently do this,I frequently do this,I never do this,strongly agree,agree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,agree,disagree,agree,disagree,disagree,disagree,disagree,neither,neither,neither
482,female,permanent,46-50,3.5,White British,neither,agree,neither,neither,I always do this,I always do this,I always do this,I sometimes do this,neither,agree,agree,neither,neither,neither,neither,agree,,,,,,,agree,agree,agree,agree,disagree,disagree,strongly disagree
483,male,permanent,41-45,10.0,White Irish,agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I occasionally do this,agree,neither,agree,strongly agree,agree,agree,agree,neither,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,strongly agree,agree,agree
484,female,permanent,26-30,3.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I frequently do this,strongly agree,agree,strongly agree,neither,neither,neither,strongly agree,agree,neither,neither,agree,agree,disagree,agree,disagree,strongly agree,disagree,disagree,neither,neither,neither
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,female,permanent,36-40,3.0,White British,neither,strongly agree,agree,agree,I sometimes do this,I frequently do this,I sometimes do this,I sometimes do this,agree,neither,neither,agree,agree,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither
487,male,permanent,31-35,13.0,White British,neither,agree,disagree,agree,I never do this,I frequently do this,I never do this,I never do this,agree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,disagree,disagree,neither,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
488,female,fixed term,51-55,5.0,White British,agree,strongly agree,agree,agree,I always do this,I frequently do this,I frequently do this,I never do this,neither,neither,neither,neither,neither,disagree,agree,agree,neither,neither,neither,neither,neither,neither,neither,agree,agree,agree,neither,neither,neither
489,female,permanent,46-50,7.0,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I sometimes do this,I occasionally do this,agree,neither,agree,neither,neither,neither,neither,neither,disagree,neither,neither,neither,agree,agree,agree,agree,agree,agree,neither,neither,neither
490,female,permanent,56 +,,White British,neither,strongly agree,neither,agree,I always do this,I frequently do this,I sometimes do this,I sometimes do this,neither,neither,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,disagree,agree,agree,neither,neither,neither,neither
491,female,permanent,26-30,0.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I sometimes do this,I frequently do this,I frequently do this,I frequently do this,agree,neither,neither,agree,neither,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
492,female,permanent,26-30,1.0,White British,strongly agree,strongly agree,agree,strongly agree,I occasionally do this,I occasionally do this,I never do this,I occasionally do this,neither,neither,neither,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,disagree,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
493,female,permanent,31-35,0.25,White British,strongly disagree,disagree,disagree,neither,I always do this,I frequently do this,I frequently do this,I occasionally do this,neither,neither,neither,neither,neither,disagree,agree,neither,neither,neither,neither,agree,agree,agree,neither,neither,agree,neither,neither,neither,neither
494,female,permanent,36-40,7.5,White British,strongly disagree,agree,strongly disagree,strongly disagree,I always do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,disagree,neither,strongly disagree,strongly disagree,neither,neither,neither,neither,disagree,disagree,disagree
495,female,permanent,26-30,1.0,White British,neither,agree,neither,neither,I always do this,I frequently do this,I frequently do this,I frequently do this,agree,disagree,agree,strongly disagree,disagree,disagree,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
496,female,permanent,51-55,7.0,White British,agree,strongly agree,agree,agree,I frequently do this,I sometimes do this,I frequently do this,I frequently do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,,agree,agree,agree,agree,neither,neither,neither,neither,neither,neither
497,male,permanent,26-30,1.0,White British,neither,strongly agree,neither,neither,I always do this,I frequently do this,I frequently do this,I sometimes do this,agree,disagree,disagree,neither,neither,neither,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,neither,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,neither,disagree,strongly disagree,strongly disagree
498,male,permanent,31-35,3.0,White British,agree,agree,agree,strongly agree,I always do this,I always do this,I frequently do this,I frequently do this,neither,agree,agree,disagree,neither,disagree,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,agree,neither,neither,neither
499,male,permanent,31-35,1.0,White British,agree,strongly agree,neither,agree,I always do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,neither,disagree,neither,disagree,disagree,agree,agree,agree,agree,neither,neither,neither
